Statistical profiling result from isolate-0x292e220-v8.log, (177218 ticks, 20473 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
     11    0.0%    0.0%  __libc_write
     10    0.0%    0.0%  v8::internal::modulo(double, double)
     10    0.0%    0.0%  v8::internal::Runtime_HasFastPackedElements(int, v8::internal::Object**, v8::internal::Isolate*)
     10    0.0%    0.0%  v8::internal::LookupIterator::GetStoreTarget() const
     10    0.0%    0.0%  v8::internal::JSObject::UpdateAllocationSite(v8::internal::Handle<v8::internal::JSObject>, v8::internal::ElementsKind)
     10    0.0%    0.0%  v8::internal::JSObject::GetElementsTransitionMap(v8::internal::Handle<v8::internal::JSObject>, v8::internal::ElementsKind)
     10    0.0%    0.0%  v8::internal::Heap::CopyFixedArrayUpTo(v8::internal::FixedArray*, int, v8::internal::PretenureFlag)
     10    0.0%    0.0%  v8::ArrayBufferView::ByteOffset()
     10    0.0%    0.0%  uv_try_write
     10    0.0%    0.0%  uv__write
     10    0.0%    0.0%  node::crypto::Hash::HashDigest(v8::FunctionCallbackInfo<v8::Value> const&)
     10    0.0%    0.0%  node::StringBytes::StorageSize(v8::Isolate*, v8::Local<v8::Value>, node::encoding)
     10    0.0%    0.0%  __errno_location
      9    0.0%    0.0%  void v8::internal::Heap::RightTrimFixedArray<(v8::internal::Heap::InvocationMode)1>(v8::internal::FixedArrayBase*, int)
      9    0.0%    0.0%  v8::internal::ShouldConvertToSlowElements(v8::internal::JSObject*, unsigned int, unsigned int, unsigned int*)
      9    0.0%    0.0%  v8::internal::HeapObject::synchronized_set_map(v8::internal::Map*)
      9    0.0%    0.0%  v8::internal::Builtin_ArraySplice(int, v8::internal::Object**, v8::internal::Isolate*)
      9    0.0%    0.0%  v8::Value::IntegerValue() const
      9    0.0%    0.0%  v8::Locker::IsActive()
      9    0.0%    0.0%  v8::EscapableHandleScope::Escape(v8::internal::Object**)
      9    0.0%    0.0%  node::StringEqualNoCase(char const*, char const*)
      9    0.0%    0.0%  node::ParseEncoding(v8::Isolate*, v8::Local<v8::Value>, node::encoding)
      8    0.0%    0.0%  void node::StreamBase::JSMethod<node::StreamWrap, &(int node::StreamBase::WriteString<(node::encoding)1>(v8::FunctionCallbackInfo<v8::Value> const&))>(v8::FunctionCallbackInfo<v8::Value> const&)
      8    0.0%    0.0%  v8::internal::IncrementalMarkingMarkingVisitor::VisitFixedArrayIncremental(v8::internal::Map*, v8::internal::HeapObject*)
      8    0.0%    0.0%  v8::internal::Heap::AllocateUninitializedFixedArray(int)
      8    0.0%    0.0%  v8::internal::Factory::NewNumber(double, v8::internal::PretenureFlag)
      8    0.0%    0.0%  v8::String::NewFromUtf8(v8::Isolate*, char const*, v8::String::NewStringType, int)
      8    0.0%    0.0%  node::StreamWrap::DoTryWrite(uv_buf_t**, unsigned long*)
      8    0.0%    0.0%  memset
      8    0.0%    0.0%  OPENSSL_cleanse
      7    0.0%    0.0%  v8::internal::FixedArray::set(int, v8::internal::Object*)
      7    0.0%    0.0%  v8::internal::(anonymous namespace)::ElementsAccessorBase<v8::internal::(anonymous namespace)::FastHoleyObjectElementsAccessor, v8::internal::(anonymous namespace)::ElementsKindTraits<(v8::internal::ElementsKind)3> >::GetEntryForIndex(v8::internal::JSObject*, v8::internal::FixedArrayBase*, unsigned int)
      7    0.0%    0.0%  unibrow::Utf8DecoderBase::WriteUtf16Slow(unsigned char const*, unsigned long, unsigned short*, unsigned long)
      7    0.0%    0.0%  brk
      7    0.0%    0.0%  EVP_MD_CTX_cleanup
      6    0.0%    0.0%  v8::internal::Runtime_CompareIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
      6    0.0%    0.0%  v8::internal::JSReceiver::GetOwnPropertyDescriptor(v8::internal::LookupIterator*, v8::internal::PropertyDescriptor*)
      6    0.0%    0.0%  v8::internal::(anonymous namespace)::ElementsAccessorBase<v8::internal::(anonymous namespace)::FastHoleyObjectElementsAccessor, v8::internal::(anonymous namespace)::ElementsKindTraits<(v8::internal::ElementsKind)3> >::Add(v8::internal::Handle<v8::internal::JSObject>, unsigned int, v8::internal::Handle<v8::internal::Object>, v8::internal::PropertyAttributes, unsigned int)
      6    0.0%    0.0%  v8::internal::(anonymous namespace)::DeleteProperty(v8::internal::Isolate*, v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Object>, v8::internal::LanguageMode)
      6    0.0%    0.0%  v8::V8::GlobalizeReference(v8::internal::Isolate*, v8::internal::Object**)
      6    0.0%    0.0%  v8::String::IsExternal() const
      6    0.0%    0.0%  uv__hrtime
      6    0.0%    0.0%  uv__count_bufs
      6    0.0%    0.0%  SHA256_Final
      5    0.0%    0.0%  v8::internal::Runtime_ToBooleanIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
      5    0.0%    0.0%  v8::internal::Map::PrepareForDataProperty(v8::internal::Handle<v8::internal::Map>, int, v8::internal::Handle<v8::internal::Object>)
      5    0.0%    0.0%  v8::Value::ToString(v8::Isolate*) const
      5    0.0%    0.0%  v8::String::IsExternalOneByte() const
      5    0.0%    0.0%  v8::Object::Has(v8::Local<v8::Value>)
      5    0.0%    0.0%  node::StreamResource::Error() const
      4    0.0%    0.0%  v8::internal::Strtod(v8::internal::Vector<char const>, int)
      4    0.0%    0.0%  v8::internal::Runtime_CreateArrayLiteralStubBailout(int, v8::internal::Object**, v8::internal::Isolate*)
      4    0.0%    0.0%  v8::internal::Object::GetMethod(v8::internal::Handle<v8::internal::JSReceiver>, v8::internal::Handle<v8::internal::Name>)
      4    0.0%    0.0%  v8::internal::Map::Update(v8::internal::Handle<v8::internal::Map>)
      4    0.0%    0.0%  v8::internal::IncrementalMarking::RecordWriteSlow(v8::internal::HeapObject*, v8::internal::Object**, v8::internal::Object*)
      4    0.0%    0.0%  v8::internal::IncrementalMarking::RecordWriteFromCode(v8::internal::HeapObject*, v8::internal::Object**, v8::internal::Isolate*)
      4    0.0%    0.0%  v8::internal::HeapObject::SizeFromMap(v8::internal::Map*)
      4    0.0%    0.0%  v8::internal::Heap::AllocateRawTwoByteString(int, v8::internal::PretenureFlag)
      4    0.0%    0.0%  v8::internal::Builtin_FunctionPrototypeBind(int, v8::internal::Object**, v8::internal::Isolate*)
      4    0.0%    0.0%  v8::internal::Builtin_FunctionConstructor(int, v8::internal::Object**, v8::internal::Isolate*)
      4    0.0%    0.0%  uv__io_active
      4    0.0%    0.0%  update256
      4    0.0%    0.0%  node::StreamWrap::IsIPCPipe()
      4    0.0%    0.0%  __lxstat
      4    0.0%    0.0%  EVP_DigestUpdate
      3    0.0%    0.0%  v8::internal::Runtime_NewSloppyArguments(int, v8::internal::Object**, v8::internal::Isolate*)
      3    0.0%    0.0%  v8::internal::Runtime_GenericHash(int, v8::internal::Object**, v8::internal::Isolate*)
      3    0.0%    0.0%  v8::internal::Heap::MoveElements(v8::internal::FixedArray*, int, int, int)
      3    0.0%    0.0%  v8::internal::Factory::NewHeapNumber(double, v8::internal::MutableMode, v8::internal::PretenureFlag)
      3    0.0%    0.0%  v8::internal::Builtin_ArrayConcat(int, v8::internal::Object**, v8::internal::Isolate*)
      3    0.0%    0.0%  v8::V8::GetEternal(v8::Isolate*, int)
      3    0.0%    0.0%  v8::Number::New(v8::Isolate*, double)
      3    0.0%    0.0%  uv_buf_init
      3    0.0%    0.0%  uv__io_stop
      3    0.0%    0.0%  non-virtual thunk to node::StreamWrap::DoTryWrite(uv_buf_t**, unsigned long*)
      3    0.0%    0.0%  node::StringBytes::InlineDecoder::Decode(node::Environment*, v8::Local<v8::String>, v8::Local<v8::Value>, node::encoding)
      3    0.0%    0.0%  node::Buffer::HasInstance(v8::Local<v8::Value>)
      3    0.0%    0.0%  __pthread_enable_asynccancel
      3    0.0%    0.0%  __lll_lock_wait
      3    0.0%    0.0%  EVP_DigestFinal_ex
      2    0.0%    0.0%  void v8::internal::FlexibleBodyVisitor<v8::internal::IncrementalMarkingMarkingVisitor, v8::internal::FlexibleBodyDescriptor<8>, void>::VisitSpecialized<72>(v8::internal::Map*, v8::internal::HeapObject*)
      2    0.0%    0.0%  void v8::internal::FlexibleBodyVisitor<v8::internal::IncrementalMarkingMarkingVisitor, v8::internal::FlexibleBodyDescriptor<8>, void>::VisitSpecialized<48>(v8::internal::Map*, v8::internal::HeapObject*)
      2    0.0%    0.0%  v8::internal::Runtime_StringCharCodeAtRT(int, v8::internal::Object**, v8::internal::Isolate*)
      2    0.0%    0.0%  v8::internal::Runtime_NewClosure_Tenured(int, v8::internal::Object**, v8::internal::Isolate*)
      2    0.0%    0.0%  v8::internal::Runtime_CreateArrayLiteral(int, v8::internal::Object**, v8::internal::Isolate*)
      2    0.0%    0.0%  v8::internal::LayoutDescriptorHelper::IsTagged(int, int, int*)
      2    0.0%    0.0%  v8::internal::KeyedLoadIC::Load(v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Object>) [clone .constprop.229]
      2    0.0%    0.0%  v8::internal::JSObjectWalkVisitor<v8::internal::AllocationSiteUsageContext, (v8::internal::BoilerplateKind)0>::StructureWalk(v8::internal::Handle<v8::internal::JSObject>)
      2    0.0%    0.0%  v8::internal::Builtin_ArraySlice(int, v8::internal::Object**, v8::internal::Isolate*)
      2    0.0%    0.0%  v8::internal::(anonymous namespace)::Invoke(v8::internal::Isolate*, bool, v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Object>, int, v8::internal::Handle<v8::internal::Object>*, v8::internal::Handle<v8::internal::Object>)
      2    0.0%    0.0%  v8::Value::IntegerValue(v8::Local<v8::Context>) const
      2    0.0%    0.0%  v8::Object::Get(v8::Local<v8::Value>)
      2    0.0%    0.0%  v8::Integer::NewFromUnsigned(v8::Isolate*, unsigned int)
      2    0.0%    0.0%  uv_once
      2    0.0%    0.0%  uv_now
      2    0.0%    0.0%  std::string::reserve(unsigned long)
      2    0.0%    0.0%  non-virtual thunk to node::StreamWrap::IsAlive()
      2    0.0%    0.0%  node::Utf8Value::Utf8Value(v8::Isolate*, v8::Local<v8::Value>)
      2    0.0%    0.0%  node::Buffer::Utf8Write(v8::FunctionCallbackInfo<v8::Value> const&)
      2    0.0%    0.0%  node::Buffer::Data(v8::Local<v8::Value>)
      2    0.0%    0.0%  CRYPTO_free
      1    0.0%    0.0%  void node::Buffer::WriteFloatGeneric<float, (node::Endianness)1>(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.0%    0.0%  v8::internal::StaticMarkingVisitor<v8::internal::IncrementalMarkingMarkingVisitor>::VisitJSFunction(v8::internal::Map*, v8::internal::HeapObject*)
      1    0.0%    0.0%  v8::internal::SaveContext::SaveContext(v8::internal::Isolate*)
      1    0.0%    0.0%  v8::internal::Runtime_StringCharFromCode(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.0%    0.0%  v8::internal::Runtime_StoreIC_MissFromStubFailure(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.0%    0.0%  v8::internal::Runtime_ShiftRightLogical(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.0%    0.0%  v8::internal::Runtime_SetPrototype(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.0%    0.0%  v8::internal::Runtime_RegExpInitializeAndCompile(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.0%    0.0%  v8::internal::Runtime_MapGrow(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.0%    0.0%  v8::internal::Runtime_CreateRegExpLiteral(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.0%    0.0%  v8::internal::Runtime_CompareNilIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.0%    0.0%  v8::internal::NewSpace::AddFreshPage()
      1    0.0%    0.0%  v8::internal::JSReceiver::GetPropertyAttributes(v8::internal::LookupIterator*)
      1    0.0%    0.0%  v8::internal::Isolate::RunMicrotasks()
      1    0.0%    0.0%  v8::internal::IncrementalMarking::WhiteToGreyAndPush(v8::internal::HeapObject*, v8::internal::MarkBit)
      1    0.0%    0.0%  v8::internal::Heap::ClearRecordedSlotRange(v8::internal::HeapObject*, v8::internal::Object**, v8::internal::Object**)
      1    0.0%    0.0%  v8::internal::Heap::AllocateHeapNumber(double, v8::internal::MutableMode, v8::internal::PretenureFlag)
      1    0.0%    0.0%  v8::internal::FixedBodyVisitor<v8::internal::IncrementalMarkingMarkingVisitor, v8::internal::FixedBodyDescriptor<24, 40, 40>, void>::Visit(v8::internal::Map*, v8::internal::HeapObject*)
      1    0.0%    0.0%  v8::internal::Factory::NewFunctionFromSharedFunctionInfo(v8::internal::Handle<v8::internal::SharedFunctionInfo>, v8::internal::Handle<v8::internal::Context>, v8::internal::PretenureFlag)
      1    0.0%    0.0%  v8::internal::Factory::NewFunction(v8::internal::Handle<v8::internal::Map>, v8::internal::Handle<v8::internal::SharedFunctionInfo>, v8::internal::Handle<v8::internal::Context>, v8::internal::PretenureFlag)
      1    0.0%    0.0%  v8::internal::DoubleToRadixCString(double, int)
      1    0.0%    0.0%  v8::internal::Deoptimizer::DoComputeOutputFrames()
      1    0.0%    0.0%  v8::internal::(anonymous namespace)::ElementsAccessorBase<v8::internal::(anonymous namespace)::FastHoleyObjectElementsAccessor, v8::internal::(anonymous namespace)::ElementsKindTraits<(v8::internal::ElementsKind)3> >::Get(v8::internal::Handle<v8::internal::JSObject>, unsigned int)
      1    0.0%    0.0%  v8::Value::NumberValue(v8::Local<v8::Context>) const
      1    0.0%    0.0%  v8::Isolate::SuppressMicrotaskExecutionScope::SuppressMicrotaskExecutionScope(v8::Isolate*)
      1    0.0%    0.0%  v8::Isolate::RunMicrotasks()
      1    0.0%    0.0%  v8::Function::Call(v8::Local<v8::Context>, v8::Local<v8::Value>, int, v8::Local<v8::Value>*)
      1    0.0%    0.0%  uv_update_time
      1    0.0%    0.0%  uv_cond_signal
      1    0.0%    0.0%  uv__getiovmax
      1    0.0%    0.0%  uv(float, long double,...)(...)
      1    0.0%    0.0%  std::string::append(char const*, unsigned long)
      1    0.0%    0.0%  std::string::_Rep::_M_clone(std::allocator<char> const&, unsigned long)
      1    0.0%    0.0%  non-virtual thunk to node::StreamWrap::IsIPCPipe()
      1    0.0%    0.0%  node::FStat(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.0%    0.0%  node::Buffer::ByteLengthUtf8(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.0%    0.0%  final256
      1    0.0%    0.0%  __xstat
      1    0.0%    0.0%  __pthread_mutex_unlock_usercnt

 [Bottom up (heavy) profile]:
  Note: percentage shows a share of a particular caller in the total
  amount of its parent calls.
  Callers occupying less than 2.0% are not shown.

   ticks parent  name
  20473   11.6%  UNKNOWN
   3182   15.5%    v8::internal::Builtin_HandleApiCall(int, v8::internal::Object**, v8::internal::Isolate*)
   3170   99.6%      LazyCompile: ~LevelDOWN._batch /home/substack/projects/osm-p2p/node_modules/leveldown/leveldown.js:51:39
   3170  100.0%        LazyCompile: ~AbstractLevelDOWN.batch /home/substack/projects/osm-p2p/node_modules/abstract-leveldown/abstract-leveldown.js:152:46
   3163   99.8%          LazyCompile: ~DeferredLevelDOWN._operation /home/substack/projects/osm-p2p/node_modules/deferred-leveldown/deferred-leveldown.js:30:51
   3163  100.0%            LazyCompile: ~DeferredLevelDOWN.(anonymous function) /home/substack/projects/osm-p2p/node_modules/deferred-leveldown/deferred-leveldown.js:38:51
    437    2.1%    LazyCompile: ~convert /home/substack/projects/osm-p2p-server/node_modules/base-convertor/index.js:12:24
    263   60.2%      LazyCompile: *DeferredLevelDOWN._operation /home/substack/projects/osm-p2p/node_modules/deferred-leveldown/deferred-leveldown.js:30:51
    263  100.0%        LazyCompile: ~DeferredLevelDOWN.(anonymous function) /home/substack/projects/osm-p2p/node_modules/deferred-leveldown/deferred-leveldown.js:38:51
    263  100.0%          LazyCompile: ~Integer /home/substack/projects/osm-p2p-server/node_modules/big-integer/BigInteger.js:10:21
    258   98.1%            LazyCompile: *LevelUP.get /home/substack/projects/osm-p2p/node_modules/levelup/lib/levelup.js:196:34
    174   39.8%      LazyCompile: ~hex2dec /home/substack/projects/osm-p2p-server/lib/util.js:83:18
    174  100.0%        LazyCompile: ~generateId /home/substack/projects/osm-p2p-server/lib/util.js:79:21
    173   99.4%          LazyCompile: *<anonymous> /home/substack/projects/osm-p2p-server/lib/replace_ids.js:22:45
    173  100.0%            LazyCompile: ~map native array.js:996:18

  19818   11.2%  v8::internal::Heap::MoveElements(v8::internal::FixedArray*, int, int, int)
  19809  100.0%    v8::internal::Builtin_ArrayShift(int, v8::internal::Object**, v8::internal::Isolate*)
  19309   97.5%      LazyCompile: *Readable.read /home/substack/projects/osm-p2p-server/node_modules/readable-stream/lib/_stream_readable.js:292:36
  17675   91.5%        LazyCompile: *<anonymous> /home/substack/projects/osm-p2p-server/node_modules/readable-stream/lib/_stream_readable.js:600:19
  17675  100.0%          LazyCompile: *emit events.js:136:44
  17675  100.0%            LazyCompile: *onwrite /home/substack/projects/osm-p2p-server/node_modules/through2/node_modules/readable-stream/lib/_stream_writable.js:332:17
   1634    8.5%        LazyCompile: ~flow /home/substack/projects/osm-p2p-server/node_modules/readable-stream/lib/_stream_readable.js:732:14
   1634  100.0%          LazyCompile: ~<anonymous> /home/substack/projects/osm-p2p-server/node_modules/readable-stream/lib/_stream_readable.js:600:19
   1634  100.0%            LazyCompile: *emit events.js:136:44

   7464    4.2%  v8::internal::LookupIterator::Next()
   1863   25.0%    v8::internal::Builtin_ObjectProtoToString(int, v8::internal::Object**, v8::internal::Isolate*)
   1605   86.2%      LazyCompile: *is /home/substack/projects/osm-p2p-server/node_modules/sax/lib/sax.js:314:15
   1605  100.0%        LazyCompile: *write /home/substack/projects/osm-p2p-server/node_modules/sax/lib/sax.js:981:18
    769   47.9%          LazyCompile: *doWrite /home/substack/projects/osm-p2p-server/node_modules/readable-stream/lib/_stream_writable.js:314:17
    769  100.0%            LazyCompile: ~writeOrBuffer /home/substack/projects/osm-p2p-server/node_modules/readable-stream/lib/_stream_writable.js:286:23
    414   25.8%          LazyCompile: *Transform._read /home/substack/projects/osm-p2p-server/node_modules/readable-stream/lib/_stream_transform.js:154:38
    414  100.0%            LazyCompile: ~Transform._write /home/substack/projects/osm-p2p-server/node_modules/readable-stream/lib/_stream_transform.js:140:39
    312   19.4%          LazyCompile: *Osm2Json._transform /home/substack/projects/osm-p2p-server/node_modules/osm2json/lib/osm2json.js:101:42
    312  100.0%            LazyCompile: ~Transform._read /home/substack/projects/osm-p2p-server/node_modules/readable-stream/lib/_stream_transform.js:154:38
    110    6.9%          LazyCompile: ~Osm2Json._transform /home/substack/projects/osm-p2p-server/node_modules/osm2json/lib/osm2json.js:101:42
    110  100.0%            LazyCompile: ~Transform._read /home/substack/projects/osm-p2p-server/node_modules/readable-stream/lib/_stream_transform.js:154:38
    258   13.8%      LazyCompile: *write /home/substack/projects/osm-p2p-server/node_modules/sax/lib/sax.js:981:18
    180   69.8%        LazyCompile: *doWrite /home/substack/projects/osm-p2p-server/node_modules/readable-stream/lib/_stream_writable.js:314:17
    180  100.0%          LazyCompile: ~writeOrBuffer /home/substack/projects/osm-p2p-server/node_modules/readable-stream/lib/_stream_writable.js:286:23
    180  100.0%            LazyCompile: *Writable.write /home/substack/projects/osm-p2p-server/node_modules/readable-stream/lib/_stream_writable.js:231:37
     37   14.3%        LazyCompile: *Transform._read /home/substack/projects/osm-p2p-server/node_modules/readable-stream/lib/_stream_transform.js:154:38
     37  100.0%          LazyCompile: ~Transform._write /home/substack/projects/osm-p2p-server/node_modules/readable-stream/lib/_stream_transform.js:140:39
     37  100.0%            LazyCompile: ~doWrite /home/substack/projects/osm-p2p-server/node_modules/readable-stream/lib/_stream_writable.js:314:17
     23    8.9%        LazyCompile: *Osm2Json._transform /home/substack/projects/osm-p2p-server/node_modules/osm2json/lib/osm2json.js:101:42
     23  100.0%          LazyCompile: ~Transform._read /home/substack/projects/osm-p2p-server/node_modules/readable-stream/lib/_stream_transform.js:154:38
     23  100.0%            LazyCompile: ~Transform._write /home/substack/projects/osm-p2p-server/node_modules/readable-stream/lib/_stream_transform.js:140:39
     18    7.0%        LazyCompile: ~Osm2Json._transform /home/substack/projects/osm-p2p-server/node_modules/osm2json/lib/osm2json.js:101:42
     18  100.0%          LazyCompile: ~Transform._read /home/substack/projects/osm-p2p-server/node_modules/readable-stream/lib/_stream_transform.js:154:38
     18  100.0%            LazyCompile: ~Transform._write /home/substack/projects/osm-p2p-server/node_modules/readable-stream/lib/_stream_transform.js:140:39
   1071   14.3%    v8::internal::Runtime_KeyedLoadIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
    620   57.9%      LazyCompile: *is /home/substack/projects/osm-p2p-server/node_modules/sax/lib/sax.js:314:15
    620  100.0%        LazyCompile: *write /home/substack/projects/osm-p2p-server/node_modules/sax/lib/sax.js:981:18
    309   49.8%          LazyCompile: *doWrite /home/substack/projects/osm-p2p-server/node_modules/readable-stream/lib/_stream_writable.js:314:17
    309  100.0%            LazyCompile: ~writeOrBuffer /home/substack/projects/osm-p2p-server/node_modules/readable-stream/lib/_stream_writable.js:286:23
    156   25.2%          LazyCompile: *Transform._read /home/substack/projects/osm-p2p-server/node_modules/readable-stream/lib/_stream_transform.js:154:38
    156  100.0%            LazyCompile: ~Transform._write /home/substack/projects/osm-p2p-server/node_modules/readable-stream/lib/_stream_transform.js:140:39
    109   17.6%          LazyCompile: *Osm2Json._transform /home/substack/projects/osm-p2p-server/node_modules/osm2json/lib/osm2json.js:101:42
    109  100.0%            LazyCompile: ~Transform._read /home/substack/projects/osm-p2p-server/node_modules/readable-stream/lib/_stream_transform.js:154:38
     46    7.4%          LazyCompile: ~Osm2Json._transform /home/substack/projects/osm-p2p-server/node_modules/osm2json/lib/osm2json.js:101:42
     46  100.0%            LazyCompile: ~Transform._read /home/substack/projects/osm-p2p-server/node_modules/readable-stream/lib/_stream_transform.js:154:38
    297   27.7%      LazyCompile: *emitNode /home/substack/projects/osm-p2p-server/node_modules/sax/lib/sax.js:643:21
    292   98.3%        LazyCompile: ~attrib /home/substack/projects/osm-p2p-server/node_modules/sax/lib/sax.js:725:19
    292  100.0%          LazyCompile: *write /home/substack/projects/osm-p2p-server/node_modules/sax/lib/sax.js:981:18
    158   54.1%            LazyCompile: *doWrite /home/substack/projects/osm-p2p-server/node_modules/readable-stream/lib/_stream_writable.js:314:17
     64   21.9%            LazyCompile: *Transform._read /home/substack/projects/osm-p2p-server/node_modules/readable-stream/lib/_stream_transform.js:154:38
     58   19.9%            LazyCompile: *Osm2Json._transform /home/substack/projects/osm-p2p-server/node_modules/osm2json/lib/osm2json.js:101:42
     12    4.1%            LazyCompile: ~Osm2Json._transform /home/substack/projects/osm-p2p-server/node_modules/osm2json/lib/osm2json.js:101:42
    149   13.9%      LazyCompile: *write /home/substack/projects/osm-p2p-server/node_modules/sax/lib/sax.js:981:18
    110   73.8%        LazyCompile: *doWrite /home/substack/projects/osm-p2p-server/node_modules/readable-stream/lib/_stream_writable.js:314:17
    110  100.0%          LazyCompile: ~writeOrBuffer /home/substack/projects/osm-p2p-server/node_modules/readable-stream/lib/_stream_writable.js:286:23
    110  100.0%            LazyCompile: *Writable.write /home/substack/projects/osm-p2p-server/node_modules/readable-stream/lib/_stream_writable.js:231:37
     16   10.7%        LazyCompile: *Transform._read /home/substack/projects/osm-p2p-server/node_modules/readable-stream/lib/_stream_transform.js:154:38
     16  100.0%          LazyCompile: ~Transform._write /home/substack/projects/osm-p2p-server/node_modules/readable-stream/lib/_stream_transform.js:140:39
     16  100.0%            LazyCompile: ~doWrite /home/substack/projects/osm-p2p-server/node_modules/readable-stream/lib/_stream_writable.js:314:17
     15   10.1%        LazyCompile: *Osm2Json._transform /home/substack/projects/osm-p2p-server/node_modules/osm2json/lib/osm2json.js:101:42
     15  100.0%          LazyCompile: ~Transform._read /home/substack/projects/osm-p2p-server/node_modules/readable-stream/lib/_stream_transform.js:154:38
     15  100.0%            LazyCompile: ~Transform._write /home/substack/projects/osm-p2p-server/node_modules/readable-stream/lib/_stream_transform.js:140:39
      8    5.4%        LazyCompile: ~Osm2Json._transform /home/substack/projects/osm-p2p-server/node_modules/osm2json/lib/osm2json.js:101:42
      8  100.0%          LazyCompile: ~Transform._read /home/substack/projects/osm-p2p-server/node_modules/readable-stream/lib/_stream_transform.js:154:38
      8  100.0%            LazyCompile: ~Transform._write /home/substack/projects/osm-p2p-server/node_modules/readable-stream/lib/_stream_transform.js:140:39
    765   10.2%    v8::internal::Runtime_ToInteger(int, v8::internal::Object**, v8::internal::Isolate*)
    765  100.0%      LazyCompile: ~charAt native string.js:40:24
    765  100.0%        LazyCompile: ~convert /home/substack/projects/osm-p2p-server/node_modules/base-convertor/index.js:12:24
    765  100.0%          LazyCompile: ~hex2dec /home/substack/projects/osm-p2p-server/lib/util.js:83:18
    765  100.0%            LazyCompile: ~generateId /home/substack/projects/osm-p2p-server/lib/util.js:79:21
    580    7.8%    v8::internal::Runtime_Equal(int, v8::internal::Object**, v8::internal::Isolate*)
    580  100.0%      LazyCompile: ~convert /home/substack/projects/osm-p2p-server/node_modules/base-convertor/index.js:12:24
    580  100.0%        LazyCompile: ~hex2dec /home/substack/projects/osm-p2p-server/lib/util.js:83:18
    580  100.0%          LazyCompile: ~generateId /home/substack/projects/osm-p2p-server/lib/util.js:79:21
    576   99.3%            LazyCompile: *<anonymous> /home/substack/projects/osm-p2p-server/lib/replace_ids.js:22:45
    517    6.9%    LazyCompile: ~convert /home/substack/projects/osm-p2p-server/node_modules/base-convertor/index.js:12:24
    517  100.0%      LazyCompile: *DeferredLevelDOWN._operation /home/substack/projects/osm-p2p/node_modules/deferred-leveldown/deferred-leveldown.js:30:51
    517  100.0%        LazyCompile: ~DeferredLevelDOWN.(anonymous function) /home/substack/projects/osm-p2p/node_modules/deferred-leveldown/deferred-leveldown.js:38:51
    517  100.0%          LazyCompile: ~Integer /home/substack/projects/osm-p2p-server/node_modules/big-integer/BigInteger.js:10:21
    508   98.3%            LazyCompile: *LevelUP.get /home/substack/projects/osm-p2p/node_modules/levelup/lib/levelup.js:196:34
    385    5.2%    v8::internal::Runtime_ObjectDefineProperty(int, v8::internal::Object**, v8::internal::Isolate*)
    385  100.0%      LazyCompile: *defineProperty native v8natives.js:580:30
    194   50.4%        LazyCompile: *captureStackTrace native messages.js:671:30
    129   66.5%          LazyCompile: Error native messages.js:622:21
    129  100.0%            LazyCompile: Error native messages.js:622:21
     65   33.5%          LazyCompile: ~err /home/substack/projects/osm-p2p/node_modules/errno/custom.js:25:22
    191   49.6%        LazyCompile: *init /home/substack/projects/osm-p2p/node_modules/errno/custom.js:3:15
    191  100.0%          LazyCompile: ~err /home/substack/projects/osm-p2p/node_modules/errno/custom.js:25:22
    301    4.0%    v8::internal::Runtime_HasOwnProperty(int, v8::internal::Object**, v8::internal::Isolate*)
    301  100.0%      LazyCompile: *hasOwnProperty native v8natives.js:83:30
    117   38.9%        LazyCompile: ~attrib /home/substack/projects/osm-p2p-server/node_modules/sax/lib/sax.js:725:19
    117  100.0%          LazyCompile: *write /home/substack/projects/osm-p2p-server/node_modules/sax/lib/sax.js:981:18
     53   45.3%            LazyCompile: *doWrite /home/substack/projects/osm-p2p-server/node_modules/readable-stream/lib/_stream_writable.js:314:17
     32   27.4%            LazyCompile: *Transform._read /home/substack/projects/osm-p2p-server/node_modules/readable-stream/lib/_stream_transform.js:154:38
     21   17.9%            LazyCompile: *Osm2Json._transform /home/substack/projects/osm-p2p-server/node_modules/osm2json/lib/osm2json.js:101:42
     11    9.4%            LazyCompile: ~Osm2Json._transform /home/substack/projects/osm-p2p-server/node_modules/osm2json/lib/osm2json.js:101:42
