Statistical profiling result from isolate-0x292e220-v8.log, (177218 ticks, 20473 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      3    0.0%    0.0%  v8::internal::HEnvironmentLivenessAnalysisPhase::Run()
      3    0.0%    0.0%  v8::internal::HConstant::Initialize(v8::internal::Representation)
      3    0.0%    0.0%  v8::internal::HConstant::HConstant(v8::internal::Handle<v8::internal::Object>, v8::internal::Representation)
      3    0.0%    0.0%  v8::internal::HBasicBlock::CreateSimulate(v8::internal::BailoutId, v8::internal::RemovableSimulate)
      3    0.0%    0.0%  v8::internal::GlobalHandles::DispatchPendingPhantomCallbacks(bool)
      3    0.0%    0.0%  v8::internal::GetICCounts(v8::internal::SharedFunctionInfo*, int*, int*, int*, int*, int*)
      3    0.0%    0.0%  v8::internal::FreeList::FindNodeFor(int, int*)
      3    0.0%    0.0%  v8::internal::ExitFrame::GetCallerStackPointer() const
      3    0.0%    0.0%  v8::internal::DependentCode::Insert(v8::internal::Handle<v8::internal::DependentCode>, v8::internal::DependentCode::DependencyGroup, v8::internal::Handle<v8::internal::Object>)
      3    0.0%    0.0%  v8::internal::Deoptimizer::VisitAllOptimizedFunctionsForContext(v8::internal::Context*, v8::internal::OptimizedFunctionVisitor*)
      3    0.0%    0.0%  v8::internal::CpuFeatures::FlushICache(void*, unsigned long)
      3    0.0%    0.0%  v8::internal::CompilationInfo::CompilationInfo(v8::internal::ParseInfo*)
      3    0.0%    0.0%  v8::internal::CodeCache::LookupDefaultCache(v8::internal::Name*, unsigned int)
      3    0.0%    0.0%  v8::internal::Bignum::AssignUInt64(unsigned long)
      3    0.0%    0.0%  v8::internal::AstTyper::VisitLiteral(v8::internal::Literal*)
      3    0.0%    0.0%  v8::internal::AstTyper::VisitAssignment(v8::internal::Assignment*)
      3    0.0%    0.0%  v8::internal::Assembler::j(v8::internal::Condition, v8::internal::Label*, v8::internal::Label::Distance)
      3    0.0%    0.0%  v8::internal::Accessors::FunctionPrototypeGetter(v8::Local<v8::Name>, v8::PropertyCallbackInfo<v8::Value> const&)
      3    0.0%    0.0%  v8::internal::(anonymous namespace)::CopyDoubleToDoubleElements(v8::internal::FixedArrayBase*, unsigned int, v8::internal::FixedArrayBase*, unsigned int, int)
      3    0.0%    0.0%  v8::Object::CreationContext()
      3    0.0%    0.0%  uv_buf_init
      3    0.0%    0.0%  uv__io_stop
      3    0.0%    0.0%  non-virtual thunk to node::StreamWrap::DoTryWrite(uv_buf_t**, unsigned long*)
      3    0.0%    0.0%  node::StringBytes::InlineDecoder::Decode(node::Environment*, v8::Local<v8::String>, v8::Local<v8::Value>, node::encoding)
      3    0.0%    0.0%  __pthread_enable_asynccancel
      3    0.0%    0.0%  _IO_do_write
      3    0.0%    0.0%  EVP_DigestFinal_ex
      2    0.0%    0.0%  void node::BaseObject::WeakCallback<node::crypto::Hash>(v8::WeakCallbackInfo<node::crypto::Hash> const&)
      2    0.0%    0.0%  v8::platform::DefaultPlatform::MonotonicallyIncreasingTime()
      2    0.0%    0.0%  v8::internal::VariableProxy::VariableProxy(v8::internal::Zone*, v8::internal::AstRawString const*, v8::internal::Variable::Kind, int, int)
      2    0.0%    0.0%  v8::internal::VarAndOrder::Compare(v8::internal::VarAndOrder const*, v8::internal::VarAndOrder const*)
      2    0.0%    0.0%  v8::internal::V8::GetCurrentPlatform()
      2    0.0%    0.0%  v8::internal::TypeFeedbackOracle::SetInfo(v8::internal::TypeFeedbackId, v8::internal::Object*)
      2    0.0%    0.0%  v8::internal::TypeFeedbackOracle::BuildDictionary(v8::internal::Handle<v8::internal::Code>)
      2    0.0%    0.0%  v8::internal::TypeFeedbackMetadata::SpecDiffersFrom(v8::internal::FeedbackVectorSpec const*) const
      2    0.0%    0.0%  v8::internal::TypeFeedbackMetadata::GetKind(v8::internal::FeedbackVectorSlot) const
      2    0.0%    0.0%  v8::internal::TransitionArray::Search(v8::internal::PropertyKind, v8::internal::Name*, v8::internal::PropertyAttributes, int*)
      2    0.0%    0.0%  v8::internal::TransitionArray::GetPrototypeTransition(v8::internal::Handle<v8::internal::Map>, v8::internal::Handle<v8::internal::Object>)
      2    0.0%    0.0%  v8::internal::StoreIC::megamorphic_stub()
      2    0.0%    0.0%  v8::internal::StaticMarkingVisitor<v8::internal::IncrementalMarkingMarkingVisitor>::VisitSharedFunctionInfo(v8::internal::Map*, v8::internal::HeapObject*)
      2    0.0%    0.0%  v8::internal::StaticMarkingVisitor<v8::internal::IncrementalMarkingMarkingVisitor>::VisitJSArrayBuffer(v8::internal::Map*, v8::internal::HeapObject*)
      2    0.0%    0.0%  v8::internal::SplayTree<v8::internal::EffectsBase<int, -2147483648>::SplayTreeConfig, v8::internal::ZoneAllocationPolicy>::Splay(int const&)
      2    0.0%    0.0%  v8::internal::SnapshotByteSource::GetInt()
      2    0.0%    0.0%  v8::internal::SlotSet::AllocateBucket() [clone .isra.321]
      2    0.0%    0.0%  v8::internal::SemiSpace::set_age_mark(unsigned char*)
      2    0.0%    0.0%  v8::internal::Scope::Scope(v8::internal::Zone*, v8::internal::Scope*, v8::internal::ScopeType, v8::internal::AstValueFactory*, v8::internal::FunctionKind)
      2    0.0%    0.0%  v8::internal::Scope::Initialize()
      2    0.0%    0.0%  v8::internal::Scope::CheckConflictingVarDeclarations()
      2    0.0%    0.0%  v8::internal::Scope::AllocateNonParameterLocalsAndDeclaredGlobals(v8::internal::Isolate*)
      2    0.0%    0.0%  v8::internal::Scavenger::SelectScavengingVisitorsTable()
      2    0.0%    0.0%  v8::internal::Scanner::SkipWhiteSpace()
      2    0.0%    0.0%  v8::internal::Runtime_LoadIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
      2    0.0%    0.0%  v8::internal::Runtime_AllocateInTargetSpace(int, v8::internal::Object**, v8::internal::Isolate*)
      2    0.0%    0.0%  v8::internal::RelocInfoWriter::FlushPosition() [clone .part.104]
      2    0.0%    0.0%  v8::internal::RegisterConfiguration::ArchDefault(v8::internal::RegisterConfiguration::CompilerSelector)
      2    0.0%    0.0%  v8::internal::RecordFunctionCompilation(v8::internal::Logger::LogEventsAndTags, v8::internal::CompilationInfo*, v8::internal::Handle<v8::internal::SharedFunctionInfo>)
      2    0.0%    0.0%  v8::internal::ParserBase<v8::internal::ParserTraits>::ParsePropertyDefinition(v8::internal::ParserBase<v8::internal::ParserTraits>::ObjectLiteralCheckerBase*, bool, bool, bool, bool*, bool*, v8::internal::ExpressionClassifier<v8::internal::ParserTraits>*, v8::internal::AstRawString const**, bool*)
      2    0.0%    0.0%  v8::internal::ParserBase<v8::internal::ParserTraits>::ParseObjectLiteral(v8::internal::ExpressionClassifier<v8::internal::ParserTraits>*, bool*)
      2    0.0%    0.0%  v8::internal::ParserBase<v8::internal::ParserTraits>::ParseMemberExpression(v8::internal::ExpressionClassifier<v8::internal::ParserTraits>*, bool*)
      2    0.0%    0.0%  v8::internal::ParserBase<v8::internal::ParserTraits>::ParseFormalParameterList(v8::internal::ParserFormalParameters*, v8::internal::ExpressionClassifier<v8::internal::ParserTraits>*, bool*)
      2    0.0%    0.0%  v8::internal::ParserBase<v8::internal::ParserTraits>::ParseFormalParameter(v8::internal::ParserFormalParameters*, v8::internal::ExpressionClassifier<v8::internal::ParserTraits>*, bool*)
      2    0.0%    0.0%  v8::internal::ParserBase<v8::internal::ParserTraits>::ParseExpression(bool, v8::internal::ExpressionClassifier<v8::internal::ParserTraits>*, bool*)
      2    0.0%    0.0%  v8::internal::ParserBase<v8::internal::ParserTraits>::IsValidReferenceExpression(v8::internal::Expression*)
      2    0.0%    0.0%  v8::internal::Parser::ParseStatic(v8::internal::ParseInfo*)
      2    0.0%    0.0%  v8::internal::Parser::ParseStatement(v8::internal::ZoneList<v8::internal::AstRawString const*>*, bool*)
      2    0.0%    0.0%  v8::internal::Parser::ParseReturnStatement(bool*)
      2    0.0%    0.0%  v8::internal::Parser::ParseIfStatement(v8::internal::ZoneList<v8::internal::AstRawString const*>*, bool*)
      2    0.0%    0.0%  v8::internal::Parser::ParseEagerFunctionBody(v8::internal::AstRawString const*, int, v8::internal::ParserFormalParameters const&, v8::internal::FunctionKind, v8::internal::FunctionLiteral::FunctionType, bool*)
      2    0.0%    0.0%  v8::internal::ParseInfo::ParseInfo(v8::internal::Zone*, v8::internal::Handle<v8::internal::SharedFunctionInfo>)
      2    0.0%    0.0%  v8::internal::ObjectVisitor::Synchronize(v8::internal::VisitorSynchronization::SyncTag)
      2    0.0%    0.0%  v8::internal::Object::OptimalRepresentation()
      2    0.0%    0.0%  v8::internal::NewSpace::EnsureAllocation(int, v8::internal::AllocationAlignment)
      2    0.0%    0.0%  v8::internal::Map::Normalize(v8::internal::Handle<v8::internal::Map>, v8::internal::PropertyNormalizationMode, char const*)
      2    0.0%    0.0%  v8::internal::Map::FindInCodeCache(v8::internal::Name*, unsigned int)
      2    0.0%    0.0%  v8::internal::Map::CopyWithField(v8::internal::Handle<v8::internal::Map>, v8::internal::Handle<v8::internal::Name>, v8::internal::Handle<v8::internal::FieldType>, v8::internal::PropertyAttributes, v8::internal::Representation, v8::internal::TransitionFlag)
      2    0.0%    0.0%  v8::internal::Map::CopyAddDescriptor(v8::internal::Handle<v8::internal::Map>, v8::internal::Descriptor*, v8::internal::TransitionFlag)
      2    0.0%    0.0%  v8::internal::MacroAssembler::Move(v8::internal::Register, v8::internal::Handle<v8::internal::Object>)
      2    0.0%    0.0%  v8::internal::LookupIterator::IsCacheableTransition()
      2    0.0%    0.0%  v8::internal::Logger::ResourceEvent(char const*, char const*)
      2    0.0%    0.0%  v8::internal::Log::MessageBuilder::AppendAddress(unsigned char*)
      2    0.0%    0.0%  v8::internal::List<v8::internal::ParserFormalParameters::Parameter, v8::internal::ZoneAllocationPolicy>::Add(v8::internal::ParserFormalParameters::Parameter const&, v8::internal::ZoneAllocationPolicy)
      2    0.0%    0.0%  v8::internal::List<v8::internal::LiveRange*, v8::internal::ZoneAllocationPolicy>::Add(v8::internal::LiveRange* const&, v8::internal::ZoneAllocationPolicy)
      2    0.0%    0.0%  v8::internal::List<v8::internal::HValue*, v8::internal::ZoneAllocationPolicy>::Add(v8::internal::HValue* const&, v8::internal::ZoneAllocationPolicy)
      2    0.0%    0.0%  v8::internal::LargeObjectIterator::Next()
      2    0.0%    0.0%  v8::internal::LGoto::opcode() const
      2    0.0%    0.0%  v8::internal::LGap::IsGap() const
      2    0.0%    0.0%  v8::internal::LCodeGenBase::PopulateDeoptimizationLiteralsWithInlinedFunctions()
      2    0.0%    0.0%  v8::internal::LCodeGen::ToRegister(v8::internal::LOperand*) const
      2    0.0%    0.0%  v8::internal::LCodeGen::ToOperand(v8::internal::LOperand*) const
      2    0.0%    0.0%  v8::internal::LCodeGen::RegisterEnvironmentForDeoptimization(v8::internal::LEnvironment*, v8::internal::Safepoint::DeoptMode)
      2    0.0%    0.0%  v8::internal::LCodeGen::DoLoadNamedField(v8::internal::LLoadNamedField*)
      2    0.0%    0.0%  v8::internal::LCodeGen::DoLabel(v8::internal::LLabel*)
      2    0.0%    0.0%  v8::internal::LCodeGen::DoCallFunction(v8::internal::LCallFunction*)
      2    0.0%    0.0%  v8::internal::LChunkBuilder::VisitInstruction(v8::internal::HInstruction*)
      2    0.0%    0.0%  v8::internal::LChunk::LookupDestination(int) const
      2    0.0%    0.0%  v8::internal::LChunk::LookupConstant(v8::internal::LSubKindOperand<(v8::internal::LOperand::Kind)2, 128>*) const
      2    0.0%    0.0%  v8::internal::LAllocator::Spill(v8::internal::LiveRange*)
      2    0.0%    0.0%  v8::internal::LAllocator::ResolvePhis(v8::internal::HBasicBlock*)
      2    0.0%    0.0%  v8::internal::LAllocator::RequiredRegisterKind(int) const
      2    0.0%    0.0%  v8::internal::LAllocator::HasTaggedValue(int) const
      2    0.0%    0.0%  v8::internal::LAllocator::Define(v8::internal::LifetimePosition, v8::internal::LOperand*, v8::internal::LOperand*)
      2    0.0%    0.0%  v8::internal::JSObjectWalkVisitor<v8::internal::AllocationSiteUsageContext, (v8::internal::BoilerplateKind)0>::VisitElementOrProperty(v8::internal::Handle<v8::internal::JSObject>, v8::internal::Handle<v8::internal::JSObject>)
      2    0.0%    0.0%  v8::internal::JSFunction::AttemptConcurrentOptimization()
      2    0.0%    0.0%  v8::internal::Isolate::Iterate(v8::internal::ObjectVisitor*)
      2    0.0%    0.0%  v8::internal::InternalFrame::GetCallerStackPointer() const
      2    0.0%    0.0%  v8::internal::IncrementalMarking::UpdateMarkingDequeAfterScavenge()
      2    0.0%    0.0%  v8::internal::HistogramTimer::Stop()
      2    0.0%    0.0%  v8::internal::Heap::PromotedExternalMemorySize()
      2    0.0%    0.0%  v8::internal::Heap::GarbageCollectionEpilogue()
      2    0.0%    0.0%  v8::internal::Heap::CollectGarbage(v8::internal::GarbageCollector, char const*, char const*, v8::GCCallbackFlags)
      2    0.0%    0.0%  v8::internal::Heap::AllocateUninitializedFixedDoubleArray(int, v8::internal::PretenureFlag)
      2    0.0%    0.0%  v8::internal::Heap::AllocateMap(v8::internal::InstanceType, int, v8::internal::ElementsKind)
      2    0.0%    0.0%  v8::internal::Heap::AllocateFillerObject(int, bool, v8::internal::AllocationSpace)
      2    0.0%    0.0%  v8::internal::HashTable<v8::internal::WeakHashTable, v8::internal::WeakHashTableShape<2>, v8::internal::Handle<v8::internal::Object> >::Rehash(v8::internal::Handle<v8::internal::Object>)
      2    0.0%    0.0%  v8::internal::HashTable<v8::internal::NameDictionary, v8::internal::NameDictionaryShape, v8::internal::Handle<v8::internal::Name> >::New(v8::internal::Isolate*, int, v8::internal::MinimumCapacity, v8::internal::PretenureFlag)
      2    0.0%    0.0%  v8::internal::HType::FromValue(v8::internal::Handle<v8::internal::Object>)
      2    0.0%    0.0%  v8::internal::HTemplateControlInstruction<1, 0>::SuccessorAt(int) const
      2    0.0%    0.0%  v8::internal::HPushArguments::OperandAt(int) const
      2    0.0%    0.0%  v8::internal::HOptimizedGraphBuilder::VisitCall(v8::internal::Call*)
      2    0.0%    0.0%  v8::internal::HOptimizedGraphBuilder::BuildStoreNamedField(v8::internal::HOptimizedGraphBuilder::PropertyAccessInfo*, v8::internal::HValue*, v8::internal::HValue*)
      2    0.0%    0.0%  v8::internal::HOptimizedGraphBuilder::BuildNamedAccess(v8::internal::PropertyAccessType, v8::internal::BailoutId, v8::internal::BailoutId, v8::internal::Expression*, v8::internal::FeedbackVectorSlot, v8::internal::HValue*, v8::internal::Handle<v8::internal::Name>, v8::internal::HValue*, bool)
      2    0.0%    0.0%  v8::internal::HLoadEliminationTable::Process(v8::internal::HInstruction*, v8::internal::Zone*)
      2    0.0%    0.0%  v8::internal::HGraph::GetConstantUndefined()
      2    0.0%    0.0%  v8::internal::HGlobalValueNumberingPhase::ComputeBlockSideEffects()
      2    0.0%    0.0%  v8::internal::HGlobalValueNumberingPhase::CollectSideEffectsOnPathsToDominatedBlock(v8::internal::HBasicBlock*, v8::internal::HBasicBlock*)
      2    0.0%    0.0%  v8::internal::HFlowEngine<v8::internal::HLoadEliminationTable, v8::internal::HLoadEliminationEffects>::AnalyzeDominatedBlocks(v8::internal::HBasicBlock*, v8::internal::HLoadEliminationTable*)
      2    0.0%    0.0%  v8::internal::HEnvironmentLivenessAnalysisPhase::UpdateLivenessAtInstruction(v8::internal::HInstruction*, v8::internal::BitVector*)
      2    0.0%    0.0%  v8::internal::HEnvironment::Copy() const
      2    0.0%    0.0%  v8::internal::HEnvironment::Bind(int, v8::internal::HValue*)
      2    0.0%    0.0%  v8::internal::HDematerializedObject::OperandAt(int) const
      2    0.0%    0.0%  v8::internal::GenericStringUtf16CharacterStream::FillBuffer(unsigned long)
      2    0.0%    0.0%  v8::internal::GCTracer::Scope::~Scope()
      2    0.0%    0.0%  v8::internal::GCTracer::NewSpaceAllocationThroughputInBytesPerMillisecond(double) const
      2    0.0%    0.0%  v8::internal::FunctionTemplateInfo::IsTemplateFor(v8::internal::Map*) [clone .part.298]
      2    0.0%    0.0%  v8::internal::FuncNameInferrer::FuncNameInferrer(v8::internal::AstValueFactory*, v8::internal::Zone*)
      2    0.0%    0.0%  v8::internal::FullCodeGenerator::VisitVariableProxy(v8::internal::VariableProxy*)
      2    0.0%    0.0%  v8::internal::FullCodeGenerator::VisitProperty(v8::internal::Property*)
      2    0.0%    0.0%  v8::internal::FullCodeGenerator::VisitIfStatement(v8::internal::IfStatement*)
      2    0.0%    0.0%  v8::internal::FullCodeGenerator::SetExpressionPosition(v8::internal::Expression*, v8::internal::FullCodeGenerator::InsertBreak)
      2    0.0%    0.0%  v8::internal::FullCodeGenerator::PopulateTypeFeedbackInfo(v8::internal::Handle<v8::internal::Code>)
      2    0.0%    0.0%  v8::internal::FullCodeGenerator::NeedsHoleCheckForLoad(v8::internal::VariableProxy*)
      2    0.0%    0.0%  v8::internal::FullCodeGenerator::MakeCode(v8::internal::CompilationInfo*)
      2    0.0%    0.0%  v8::internal::FullCodeGenerator::EmitVariableLoad(v8::internal::VariableProxy*, v8::internal::TypeofMode)
      2    0.0%    0.0%  v8::internal::FullCodeGenerator::EmitCall(v8::internal::Call*, v8::internal::ConvertReceiverMode)
      2    0.0%    0.0%  v8::internal::FreeList::Free(unsigned char*, int) [clone .part.140]
      2    0.0%    0.0%  v8::internal::FeedbackNexus::ExtractMaps(v8::internal::List<v8::internal::Handle<v8::internal::Map>, v8::internal::FreeStoreAllocationPolicy>*) const
      2    0.0%    0.0%  v8::internal::Factory::NewJSTypedArray(v8::internal::ExternalArrayType, v8::internal::Handle<v8::internal::JSArrayBuffer>, unsigned long, unsigned long, v8::internal::PretenureFlag)
